MappingID	Label_db	NodeType	Name_map	ChEBI	HMDB lip	KEGG	HMDB accession	Ensembl	Uniprot	8_adj pval	8_logFC	8_pval	8_log10p	8_diff	7_adj pval	7_logFC	7_pval	7_log10p	7_diff	6_adj pval	6_logFC	6_pval	6_log10p	6_diff	5_adj pval	5_logFC	5_pval	5_log10p	5_diff	4_adj pval	4_logFC	4_pval	4_log10p	4_diff	3_adj pval	3_logFC	3_pval	3_log10p	3_diff	2_adj pval	2_logFC	2_pval	2_log10p	2_diff	1_adj pval	1_logFC	1_pval	1_log10p	1_diff	MaxSig	Differential feature	detected	Label_Sig8	Label_Sig7	Label_Sig6	Label_Sig5	Label_Sig4	Label_Sig3	Label_Sig2	Label_Sig1	Label_Sig	Color8	Color7	Color6	Color5	Color4	Color3	Color2	Color1	ColorAny	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
HMDB0000019	alpha-Ketoisovaleric acid	Metabolite	ketoisovalerate	16530	HMDB0000019	C00141	HMDB0000019			1	-0.0521574564184959	0.858485935164968	0.066266815622785		1	-0.317870266059677	0.280633934543581	0.551859814797519		1	-0.469369073516259	0.11418024987075	0.94240901092323		1	-0.573758221901735	0.0552977098792491	1.25729285436257		1	-0.282424454528304	0.179359654139032	0.746275242202574		1	0.121698887503807	0.560453517980124	0.251460400413934		1	-0.283503074414751	0.177729116755428	0.750241417381289		0.705183313860883	-0.669791791539482	0.00205840837451834	2.68646845989152	*	-2.68646845989152	*	*								ketoisovalerate	ketoisovalerate	-0.0521574564184959	-0.317870266059677	-0.469369073516259	-0.573758221901735	-0.282424454528304	0.121698887503807	-0.283503074414751	-0.669791791539482	-0.669791791539482	0.1	0.551859814797519	0.94240901092323	1.25729285436257	0.746275242202574	0.251460400413934	0.750241417381289	2.68646845989152	2.68646845989152
HMDB0000045	Adenosine monophosphate	Metabolite	AMP	16027	HMDB0000045	C00020	HMDB0000045			1	-0.335838970076605	0.0629497075467318	1.2010062832072		1	-0.394670617622065	0.0288669700049205	1.53959879904974		1	0.160691741826316	0.373598459861809	0.427594922792309		1	0.063739301529957	0.724144155200848	0.140174970299551		1	-0.318288290641466	0.100796241487894	0.996555661655377		1	-0.334853020131465	0.0842738974270827	1.0743069207348		1	-0.420573637368519	0.0301312781679831	1.52098244517602		1	-0.158153590182951	0.414845787048186	0.382113316012602		-1.53959879904974		*										-0.335838970076605	-0.394670617622065	0.160691741826316	0.063739301529957	-0.318288290641466	-0.334853020131465	-0.420573637368519	-0.158153590182951	-0.420573637368519	1.2010062832072	1.53959879904974	0.427594922792309	0.140174970299551	0.996555661655377	1.0743069207348	1.52098244517602	0.382113316012602	1.53959879904974
HMDB0000056	beta-Alanine	Metabolite	beta-Alanine	16958	HMDB0000056	C00099	HMDB0000056			1	-0.00418135335537669	0.976368821797166	0.010386097277829		1	-0.0413326543297465	0.769667723081595	0.113696725706957		1	-0.106716435174739	0.449647666780413	0.347127655796659		1	0.00490808955896455	0.972263159343627	0.0122161700713263		1	0.272995360720077	0.0217663848418961	1.66221369652583		1	0.0835003484231116	0.482811378691918	0.316222503187615		1	0.0902704909165306	0.44803896168095	0.348684217905207		1	0.0866772696593247	0.466314423993735	0.331321150781831		1.66221369652583		*										-0.00418135335537669	-0.0413326543297465	-0.106716435174739	0.00490808955896455	0.272995360720077	0.0835003484231116	0.0902704909165306	0.0866772696593247	0.272995360720077	0.1	0.113696725706957	0.347127655796659	0.1	1.66221369652583	0.316222503187615	0.348684217905207	0.331321150781831	1.66221369652583
HMDB0000067	Cholesterol	Metabolite	cholesterol	16113	HMDB0000067	C00187	HMDB0000067			1	0.0937392433643047	0.55180656184471	0.25821313938419		1	0.112972501772105	0.474060750023744	0.324166000710888		1	0.0871861850441351	0.579751363989079	0.236758220918119		1	0.129983664913012	0.410969333049046	0.386190584412211		1	0.0639241199944851	0.742506606994798	0.129299677541233		1	-0.00878942767499047	0.963928660056694	0.0159551068546289		1	-0.115521240844094	0.553732439737557	0.25670003313186		1	-0.00537091420425639	0.977953046604292	0.00968199602034807		0.386190584412211		*										0.0937392433643047	0.112972501772105	0.0871861850441351	0.129983664913012	0.0639241199944851	-0.00878942767499047	-0.115521240844094	-0.00537091420425639	0.129983664913012	0.25821313938419	0.324166000710888	0.236758220918119	0.386190584412211	0.129299677541233	0.1	0.25670003313186	0.1	0.386190584412211
HMDB0000082	Cytidine triphosphate	Metabolite	CTP	17677	HMDB0000082	C00063	HMDB0000082			0.962937724793546	1.02683422549018	0.00351550608703297	2.45401214575521	*	1	0.893280939393799	0.00955501613659543	2.019768575168		1	0.0258634568481724	0.935603842931539	0.0289080030230661		1	0.380221630623749	0.241841533681803	0.616469111664543		1	0.0938360203723496	0.818230501149756	0.0871243353556927		1	0.441866351102072	0.28504307357305	0.545089507705109		1	0.23748892030576	0.562040663079708	0.250232262522956		1	0.640922030757991	0.12606667164549	0.8993997130588		2.45401214575521	*	*	CTP								CTP	1.02683422549018	0.893280939393799	0.0258634568481724	0.380221630623749	0.0938360203723496	0.441866351102072	0.23748892030576	0.640922030757991	1.02683422549018	2.45401214575521	2.019768575168	0.1	0.616469111664543	0.1	0.545089507705109	0.250232262522956	0.8993997130588	2.45401214575521
HMDB0000086	Glycerophosphocholine	Metabolite	sn-Glycero-3-phosphocholine	16870	HMDB0000086	C00670	HMDB0000086			1	0.160059828679742	0.256313438517606	0.591228623152312		1	0.0549940183835291	0.696522686030573	0.157064733859625		1	-0.173356380785187	0.218904209151717	0.659745887615306		1	-0.203208099510784	0.152403844127089	0.817004078520517		0.196035311268091	0.535920018545967	0.000215453888574556	3.66664566323153	*	1	0.0944632332447037	0.514268406009899	0.288810155665358		1	-0.149960522812561	0.300492553078978	0.522166286379317		1	0.0187189952303605	0.897165992460211	0.047127196933462		3.66664566323153	*	*					sn-Glycero-3-phosphocholine				sn-Glycero-3-phosphocholine	0.160059828679742	0.0549940183835291	-0.173356380785187	-0.203208099510784	0.535920018545967	0.0944632332447037	-0.149960522812561	0.0187189952303605	0.535920018545967	0.591228623152312	0.157064733859625	0.659745887615306	0.817004078520517	3.66664566323153	0.288810155665358	0.522166286379317	0.1	3.66664566323153
HMDB0000097	Choline	Metabolite	Choline	15354	HMDB0000097	C00114	HMDB0000097			0.429764885641123	-0.535801725292752	0.000866604000322835	3.06217931055421	*	0.397807489959842	-0.541551803828149	0.000761731307206981	3.11819819450794	*	1	0.0820286730770071	0.610122779930423	0.214582759611138		1	0.0167637815330196	0.91700643178217	0.0376276182256067		0.362927339403919	0.570715742803216	0.000649613132112836	3.1873452042926	*	1	0.0765111544455962	0.647562178656772	0.188718524465185		1	-0.0651456650696289	0.697096347471625	0.156707192800825		1	-0.279360575744148	0.0950837618202616	1.02189364451366		3.1873452042926	*	*	Choline	Choline			Choline				Choline	-0.535801725292752	-0.541551803828149	0.0820286730770071	0.0167637815330196	0.570715742803216	0.0765111544455962	-0.0651456650696289	-0.279360575744148	0.570715742803216	3.06217931055421	3.11819819450794	0.214582759611138	0.1	3.1873452042926	0.188718524465185	0.156707192800825	1.02189364451366	3.1873452042926
HMDB0000112	gamma-Aminobutyric acid	Metabolite	gamma-Amino-N-butyric-acid	16865	HMDB0000112	C00334	HMDB0000112			1	0.0313433165383739	0.864406727722659	0.063281861639032		1	0.0383055686742302	0.834703659229861	0.0784676826053189		1	-0.110729171326084	0.547512858629427	0.261605676732177		1	0.0834773038053727	0.649765059028584	0.187243646452221		0.384316728418518	-0.526891334080653	0.000715872252349352	3.14516447077829	*	1	-0.38783315266463	0.00872788915525852	2.05909077795194		1	-0.122995899850955	0.374092578580881	0.427020907448257		1	-0.253237671270492	0.0745079822808871	1.1277971973881		-3.14516447077829	*	*					gamma-Amino-N-butyric-acid				gamma-Amino-N-butyric-acid	0.0313433165383739	0.0383055686742302	-0.110729171326084	0.0834773038053727	-0.526891334080653	-0.38783315266463	-0.122995899850955	-0.253237671270492	-0.526891334080653	0.1	0.1	0.261605676732177	0.187243646452221	3.14516447077829	2.05909077795194	0.427020907448257	1.1277971973881	3.14516447077829
HMDB0000122	D-Glucose	Metabolite	Glucose	15903	HMDB0000122	C00031	HMDB0000122			1	0.141586345714136	0.429696452027564	0.366838232239328		1	0.110446129198591	0.537878877566545	0.269315510071027		1	0.273317930447265	0.127394707719482	0.894848613256286		1	0.18897528562684	0.291870337950024	0.534810039027711		1	-0.209699914795471	0.175161841930015	0.756560496593433		1	0.0409964821156028	0.790962888557536	0.101843892826948		1	-0.289007571244981	0.061683741399987	1.20982929221893		1	-0.170054791468869	0.27155887368447	0.566136001270419		-1.20982929221893		*										0.141586345714136	0.110446129198591	0.273317930447265	0.18897528562684	-0.209699914795471	0.0409964821156028	-0.289007571244981	-0.170054791468869	-0.289007571244981	0.366838232239328	0.269315510071027	0.894848613256286	0.534810039027711	0.756560496593433	0.101843892826948	1.20982929221893	0.566136001270419	1.20982929221893
HMDB0000123	Glycine	Metabolite	Glycine	15428	HMDB0000123	C00037	HMDB0000123			1	-0.127632687486479	0.182902521500477	0.737780307283589		1	0.0100541965119077	0.916441321579673	0.0378953370628995		1	-0.0988433828695233	0.302330145531864	0.519518546883006		1	-0.0697872904903128	0.466464512190963	0.331181391029785		1	-0.0749064376639189	0.393147228109931	0.405444781986285		1	-0.0305884448823147	0.727311283025322	0.138279675019481		1	0.032830324993614	0.708209780867572	0.149838079628907		1	0.0999701051711508	0.254433662329587	0.594425430771846		-0.737780307283589		*										-0.127632687486479	0.0100541965119077	-0.0988433828695233	-0.0697872904903128	-0.0749064376639189	-0.0305884448823147	0.032830324993614	0.0999701051711508	-0.127632687486479	0.737780307283589	0.1	0.519518546883006	0.331181391029785	0.405444781986285	0.138279675019481	0.149838079628907	0.594425430771846	0.737780307283589
HMDB0000124	Fructose 6-phosphate	Metabolite	fructose 6-phosphate	15946	HMDB0000124	C00085	HMDB0000124			0.416371593374518	1.84010824677139	0.000823088143425069	3.08455365427332	*	1	1.45045841983823	0.00587927432888618	2.23067627501386		1	0.248505710931275	0.607212616665097	0.216659213247118		1	0.416141383001541	0.391865033486703	0.406863487328932		1	0.163883216870683	0.47084025650204	0.327126412376445		1	0.335330734279281	0.147196824235609	0.832101559779967		1	-0.0315449854398278	0.888991331520607	0.0511024737779542		1	0.285188521798297	0.214752122571014	0.668062534987648		3.08455365427332	*	*	fructose 6-phosphate								fructose 6-phosphate	1.84010824677139	1.45045841983823	0.248505710931275	0.416141383001541	0.163883216870683	0.335330734279281	-0.0315449854398278	0.285188521798297	1.84010824677139	3.08455365427332	2.23067627501386	0.216659213247118	0.406863487328932	0.327126412376445	0.832101559779967	0.1	0.668062534987648	3.08455365427332
HMDB0000125	Glutathione	Metabolite	Glutathione	16856	HMDB0000125	C00051	HMDB0000125			1	0.123214341661836	0.745429602417468	0.127593364585556		1	-0.219435556241504	0.563118310546622	0.249400350762224		1	-1.09164803988066	0.0040210078656386	2.39566507735715	*	0.178508460224344	-1.42007318746903	0.000182623912779871	3.73844235654763	*	1	-0.0675794742934153	0.84108778989403	0.075158671649521		1	-0.112976304925254	0.737481311991021	0.132248980369472		1	0.113744417790265	0.73576298330471	0.133262065581946		1	0.0833563690795375	0.804667625394165	0.0943834715144868		-3.73844235654763	*	*			Glutathione	Glutathione					Glutathione	0.123214341661836	-0.219435556241504	-1.09164803988066	-1.42007318746903	-0.0675794742934153	-0.112976304925254	0.113744417790265	0.0833563690795375	-1.42007318746903	0.127593364585556	0.249400350762224	2.39566507735715	3.73844235654763	0.1	0.132248980369472	0.133262065581946	0.1	3.73844235654763
HMDB0000132	Guanine	Metabolite	Guanine	16235	HMDB0000132	C00242	HMDB0000132			0.03478649045853	-0.832793283863992	1.33507741975573e-05	4.87449354928232	*	1	-0.412636859003631	0.0309683121542742	1.50908246406718		1	0.187569592957652	0.326735193560209	0.48580408393348		1	0.0924647513215164	0.628773623928648	0.20150568456168		1	-0.21088102525593	0.250792582036529	0.600685313249001		1	-0.501389338951824	0.00632400506903306	2.19900779062911		1	-0.410860131266908	0.0252548168001357	1.59765577753685		1	-0.492036759213684	0.00737193640282079	2.13241842006489		-4.87449354928232	*	*	Guanine								Guanine	-0.832793283863992	-0.412636859003631	0.187569592957652	0.0924647513215164	-0.21088102525593	-0.501389338951824	-0.410860131266908	-0.492036759213684	-0.832793283863992	4.87449354928232	1.50908246406718	0.48580408393348	0.20150568456168	0.600685313249001	2.19900779062911	1.59765577753685	2.13241842006489	4.87449354928232
HMDB0000138	Glycocholic acid	Metabolite	Glycocholic acid	17687	HMDB0000138	C01921	HMDB0000138			1	0.204777620895644	0.396087010552891	0.402209399801469		1	0.07697177360137	0.749739390181403	0.125089671374736		1	-0.686099877740473	0.00446483558611679	2.35019452901662	*	1	-0.316979781509714	0.188976274941895	0.723592715977963		1	-0.0480674901345973	0.882231436417836	0.0544174711330451		0.00176143935319342	-1.68249053067309	2.1562904757098e-07	6.66629273536819	*	1	-0.367563093330355	0.257295299837864	0.589568147225814		1	-0.920255135533846	0.00456581100365715	2.34048206957981	*	-6.66629273536819	*	*			Glycocholic acid			Glycocholic acid		Glycocholic acid	Glycocholic acid	0.204777620895644	0.07697177360137	-0.686099877740473	-0.316979781509714	-0.0480674901345973	-1.68249053067309	-0.367563093330355	-0.920255135533846	-1.68249053067309	0.402209399801469	0.125089671374736	2.35019452901662	0.723592715977963	0.1	6.66629273536819	0.589568147225814	2.34048206957981	6.66629273536819
