MappingID	Label_db	detected	SigNode	NodeType	Name_map	ChEBI	HMDB lip	KEGG	HMDB accession	Ensembl	Uniprot	8_adj pval	8_logFC	8_pval	8_significance	7_adj pval	7_logFC	7_pval	7_significance	6_adj pval	6_logFC	6_pval	6_significance	5_adj pval	5_logFC	5_pval	5_significance	4_adj pval	4_logFC	4_pval	4_significance	3_adj pval	3_logFC	3_pval	3_significance	2_adj pval	2_logFC	2_pval	2_significance	1_adj pval	1_logFC	1_pval	1_significance	MaxSig	Differential feature	Reaction.ID	Compartment	Label_Sig	Color8	Color7	Color6	Color5	Color4	Color3	Color2	Color1	ColorAny	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
11750	PS	*	*	Metabolite	PS(40:5)_feature3	11750	HMDB_PS	C02737	HMDB0010166			1	0.0423430769031348	0.784560177364416	0.105373739527671	1	0.237372734262805	0.135227814620408	0.868933970422851	0.534043241179332	-0.566652264463553	0.00126354043803089	-2.89841085447011	1	-0.455882028644896	0.0103074569955538	-1.98684846847253	1	0.118534113078976	0.444568277549758	0.352061529888513	1	-0.162446577021788	0.297527987194928	-0.526472175775319	1	-0.349802423841992	0.0313297994938402	-1.50404238453092	0.287751828804009	-0.626972044144576	0.000438891190314383	-3.35764313648528	-3.35764313648528	*	R-RNO-1482636, R-RNO-1482691, R-RNO-1482771, R-RNO-1482776, R-RNO-1482897, R-RNO-1483089, R-RNO-1483186, R-RNO-1602374, R-RNO-8867876, R-RNO-8869425	[endoplasmic reticulum membrane], [plasma membrane]	PS	0.0423430769031348	0.237372734262805	-0.566652264463553	-0.455882028644896	0.118534113078976	-0.162446577021788	-0.349802423841992	-0.626972044144576	-0.626972044144576	0.1	0.237372734262805	0.566652264463553	0.455882028644896	0.118534113078976	0.162446577021788	0.349802423841992	0.626972044144576	0.626972044144576
143594	Gal2Cer			Metabolite	Gal2Cer																																									R-RNO-9841189	[lysosomal lumen]		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15354	Cho	*	*	Metabolite	Choline	15354	HMDB0000097	C00114	HMDB0000097			0.429764885641123	-0.535801725292752	0.000866604000322835	-3.06217931055421	0.397807489959842	-0.541551803828149	0.000761731307206981	-3.11819819450794	1	0.0820286730770071	0.610122779930423	0.214582759611138	1	0.0167637815330196	0.91700643178217	0.0376276182256067	0.362927339403919	0.570715742803216	0.000649613132112836	3.1873452042926	1	0.0765111544455962	0.647562178656772	0.188718524465185	1	-0.0651456650696289	0.697096347471625	-0.156707192800825	1	-0.279360575744148	0.0950837618202616	-1.02189364451366	3.1873452042926	*	R-RNO-1483004, R-RNO-1483159, R-RNO-1483182, R-RNO-1483186, R-RNO-264622, R-RNO-444433, R-RNO-6797956, R-RNO-6797961	[cytosol], [extracellular region], [mitochondrial matrix]	Cho	-0.535801725292752	-0.541551803828149	0.0820286730770071	0.0167637815330196	0.570715742803216	0.0765111544455962	-0.0651456650696289	-0.279360575744148	0.570715742803216	0.535801725292752	0.541551803828149	0.1	0.1	0.570715742803216	0.1	0.1	0.279360575744148	0.570715742803216
15355	AcCho	*	*	Metabolite	acetylcholine	15355	HMDB0000895	C01996	HMDB0000895			1	-0.293443141243279	0.223187359471461	-0.651330405913888	1	0.028417495757771	0.904546641270139	0.0435690346372149	1	-0.210836075693805	0.377693701239586	-0.422860257798105	1	0.00602132379939402	0.979725179598628	0.0088957301462576	1	0.597130684175474	0.096092498892043	1.01731051261179	1	0.139785092823818	0.688307378738092	0.162217574732101	1	0.301233148708912	0.390381668372058	0.408510584221999	1	1.08811818581928	0.00436853715334699	2.35966396636747	2.35966396636747	*	R-RNO-264622	[cytosol]	AcCho	-0.293443141243279	0.028417495757771	-0.210836075693805	0.00602132379939402	0.597130684175474	0.139785092823818	0.301233148708912	1.08811818581928	1.08811818581928	0.293443141243279	0.1	0.210836075693805	0.1	0.597130684175474	0.139785092823818	0.301233148708912	1.08811818581928	1.08811818581928
15366	CH3COO-			Metabolite	CH3COO-		HMDB0000042	C00033	HMDB0000042																																					R-RNO-2022887	[Golgi lumen]		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15367	atRA	*		Metabolite	retinoate	15367	HMDB0001852	C00777	HMDB0001852			1	0.101143142575595	0.813432700874657	0.0896783724724331	1	0.167382167315795	0.696397046270833	0.157143079586583	1	0.532443792373851	0.220626505860638	0.656342313031349	1	-0.0743058071792171	0.862318850476088	-0.0643321200245374	1	-0.672281475244343	0.0576064919418941	-1.23952857116587	1	-0.782742126528357	0.0291398647241048	-1.53551246868515	1	-0.863996632460351	0.0171875628483035	-1.76478570077496	1	-0.651089636534833	0.0653012106854074	-1.1850787668242	-1.76478570077496		R-RNO-5246478	[extracellular region]		0.101143142575595	0.167382167315795	0.532443792373851	-0.0743058071792171	-0.672281475244343	-0.782742126528357	-0.863996632460351	-0.651089636534833	-0.863996632460351	0.101143142575595	0.167382167315795	0.532443792373851	0.1	0.672281475244343	0.782742126528357	0.863996632460351	0.651089636534833	0.863996632460351
15710	BETALD			Metabolite	BETALD		HMDB0001252	C00576	HMDB0001252																																					R-RNO-6797961	[mitochondrial matrix]		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
15846	NAD+			Metabolite	NAD+		HMDB0000902	C00003	HMDB0000902																																					R-RNO-8870346, R-RNO-8938076, R-RNO-9854463, R-RNO-9861626	[extracellular region], [mitochondrial matrix]		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
16000	ETA	*		Metabolite	Ethanolamine	16000	HMDB0000149	C00189	HMDB0000149			1	-0.339484291131377	0.137471544653615	-0.86178718749789	1	-0.36503335828299	0.11131895143058	-0.953430893157773	1	-0.229710635831822	0.309767920864842	-0.50896355918087	1	-0.157910148893752	0.482916826622066	-0.316127661897651	1	0.012538184832497	0.945009946893927	0.0245636202119967	1	-0.0145478130381159	0.936214722460824	-0.0286245336494845	1	-0.118526473448028	0.516243554924198	-0.287145357279036	1	0.0659694250776645	0.717038479131281	0.144457537740876	-0.953430893157773		R-RNO-1483222, R-RNO-1483089	[cytosol]		-0.339484291131377	-0.36503335828299	-0.229710635831822	-0.157910148893752	0.012538184832497	-0.0145478130381159	-0.118526473448028	0.0659694250776645	-0.36503335828299	0.339484291131377	0.36503335828299	0.229710635831822	0.157910148893752	0.1	0.1	0.118526473448028	0.1	0.36503335828299
16113	CHOL	*		Metabolite	cholesterol	16113	HMDB0000067	C00187	HMDB0000067			1	0.0937392433643047	0.55180656184471	0.25821313938419	1	0.112972501772105	0.474060750023744	0.324166000710888	1	0.0871861850441351	0.579751363989079	0.236758220918119	1	0.129983664913012	0.410969333049046	0.386190584412211	1	0.0639241199944851	0.742506606994798	0.129299677541233	1	-0.00878942767499047	0.963928660056694	-0.0159551068546289	1	-0.115521240844094	0.553732439737557	-0.25670003313186	1	-0.00537091420425639	0.977953046604292	-0.00968199602034807	0.386190584412211		R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	[cytosol], [extracellular region], [early endosome]		0.0937392433643047	0.112972501772105	0.0871861850441351	0.129983664913012	0.0639241199944851	-0.00878942767499047	-0.115521240844094	-0.00537091420425639	0.129983664913012	0.1	0.112972501772105	0.1	0.129983664913012	0.1	0.1	0.115521240844094	0.1	0.129983664913012
